-2.999999999999999889e-01,1.000000000000000000e+00
-3.131803513046823584e-01,9.999711414337328907e-01
-3.358408998473816354e-01,9.997109395126941855e-01
-3.586432784193391843e-01,9.990869859522250040e-01
-3.813268015246958909e-01,9.980159081143582522e-01
-4.040072390874170360e-01,9.965187891187378133e-01
-4.266351931133887665e-01,9.947084594455456452e-01
-4.491914994089430402e-01,9.927111586415475752e-01
-4.717303133567572471e-01,9.906187868890999892e-01
-4.942399481309240894e-01,9.884994955708901188e-01
-5.167539405774556061e-01,9.863993501883556725e-01
-5.392578562411298737e-01,9.843532103700985969e-01
-5.617725343417010464e-01,9.823660952829432746e-01
-5.842788035167914007e-01,9.804380745649344808e-01
-6.067666723604390189e-01,9.785618943722657059e-01
-6.283075318571478274e-01,9.768058609985365015e-01
-6.498327247726090050e-01,9.750942780608212734e-01
-6.713591282371293989e-01,9.734205458125708699e-01
-6.884749586577769698e-01,9.725348163202454099e-01
-7.002934274424351679e-01,9.727872011147435938e-01
-7.031792922238961907e-01,9.729342252124532076e-01
-7.031447617593208355e-01,9.728543876560242776e-01
-7.011849757768379154e-01,9.721768213707923101e-01
-7.023328388971080694e-01,9.725755226178696145e-01
-7.060898849187861037e-01,9.743510683745629786e-01
-7.156330711049407878e-01,9.797556126132328513e-01
-7.274683573412398241e-01,9.871167613730306156e-01
-7.399040975637145579e-01,9.955128679607707642e-01
-7.569583780542716855e-01,1.007944778877163383e+00
-7.714455064190159916e-01,1.018902324746254751e+00
-7.857120940897819317e-01,1.030143393488993864e+00
-7.997389271854594694e-01,1.041632576691841283e+00
-8.135361780384442465e-01,1.053399786967553320e+00
-8.271293949491385078e-01,1.065437820520680257e+00
-8.396135236116937239e-01,1.077012547317116375e+00
-8.512979857488564006e-01,1.088452868079130109e+00
-8.638351941255821842e-01,1.101449486457924731e+00
-8.760677522506574721e-01,1.114801585597053668e+00
-8.880078911698122690e-01,1.128464253504708026e+00
-8.994745971746145319e-01,1.142183988735225197e+00
-9.105438204120815948e-01,1.155972331394545582e+00
