1.949999999999999956e+00,1.949999999999999956e+00
1.942160685513609097e+00,1.949566691100909965e+00
1.923544087754754273e+00,1.944996366421720912e+00
1.905933809006193691e+00,1.935045671305917869e+00
1.889346097247931899e+00,1.921208438369257365e+00
1.873141494525959239e+00,1.905730151188101074e+00
1.857331399847178544e+00,1.889849012557686336e+00
1.841585976898504562e+00,1.873690704380932992e+00
1.825882594299303552e+00,1.857423056682175444e+00
1.810202020368038012e+00,1.841117723695114172e+00
1.794532945900515486e+00,1.824804667279624759e+00
1.778877146215171789e+00,1.808479327336641074e+00
1.763262366132005265e+00,1.792177371005656328e+00
1.747621581973797023e+00,1.775837667500050454e+00
1.731978346492268450e+00,1.759491889668104658e+00
1.716331450247029711e+00,1.743148071740502125e+00
1.700716850267136593e+00,1.726826286993780712e+00
1.685085940356592538e+00,1.710480555169147099e+00
1.669443024680574927e+00,1.694131399769528867e+00
1.653810287944896817e+00,1.677796145403752215e+00
1.638171316686854118e+00,1.661456505931115935e+00
1.622565077926758859e+00,1.645143763777744850e+00
1.606925808274463519e+00,1.628797535343645908e+00
1.591279381767874535e+00,1.612451950563351444e+00
1.575669931914174260e+00,1.596137932375331303e+00
1.560049305928656427e+00,1.579812493215407398e+00
1.544410525771031439e+00,1.563466506427615865e+00
1.528764343428096417e+00,1.547122295144988557e+00
1.513125986206576012e+00,1.530787386260829441e+00
1.497505960037522676e+00,1.514464413392289988e+00
1.481865341449808859e+00,1.498123718659954307e+00
1.466219140700551593e+00,1.481779567368179062e+00
1.450572070314980477e+00,1.465435979512041076e+00
1.434949374113175802e+00,1.449117931205727183e+00
1.419313764996182226e+00,1.432779423767319482e+00
1.403630875546050039e+00,1.416440750260431036e+00
1.387831091008167927e+00,1.400155754330256963e+00
1.371684258385674537e+00,1.384029932966518217e+00
1.354829760809508343e+00,1.368434718750495493e+00
1.337017233954250761e+00,1.353990704833064163e+00
1.317702654408562823e+00,1.340944643489284216e+00
1.297454856906601117e+00,1.329821967554323026e+00
1.276421983805828164e+00,1.320395981708247346e+00
1.254823866091076656e+00,1.312590534146097276e+00
1.232976721818654253e+00,1.306249591486443151e+00
1.210744840298215053e+00,1.301198614692065547e+00
1.188360015792982116e+00,1.297325643355714320e+00
1.165761914748224104e+00,1.294443722524298179e+00
1.143000735777780497e+00,1.292392718625082315e+00
1.120330385578795385e+00,1.290929916886294659e+00
1.097631716390951917e+00,1.289859629636790128e+00
1.075071535955181901e+00,1.289057159525865304e+00
1.052427809406732084e+00,1.288468160784457028e+00
1.029831598089704148e+00,1.288026636965604821e+00
1.007305124533428575e+00,1.287709852264658839e+00
9.847387793803102918e-01,1.287484328710042591e+00
9.621811473775438994e-01,1.287317950908996922e+00
9.395519060817746348e-01,1.287207045633032010e+00
9.169620856857301217e-01,1.287134265918790321e+00
8.944494327664610500e-01,1.287050904371159321e+00
8.719142067116257833e-01,1.286885237176479846e+00
8.494257492550426614e-01,1.286565719685107467e+00
8.270260934383051321e-01,1.286027402285417454e+00
8.046187691800932296e-01,1.285188874619013433e+00
7.823306003353371896e-01,1.283924425031823802e+00
7.601164209714796893e-01,1.282154331947592762e+00
7.380339818234475935e-01,1.279774679507291513e+00
7.160249753060246025e-01,1.276599508342153966e+00
6.943522450432750848e-01,1.272519116773910941e+00
6.729476829860208120e-01,1.267367557140860246e+00
6.518088451150859663e-01,1.260982669403932999e+00
6.312254157941160626e-01,1.253324871933232831e+00
6.112541195602472222e-01,1.244328037282232069e+00
5.915972205732762390e-01,1.233849776439148949e+00
5.728431204225982176e-01,1.222134932708673238e+00
5.550660578932136158e-01,1.209235990977173936e+00
5.380965051014997558e-01,1.195171391181991893e+00
5.220303481029759940e-01,1.180050483435860720e+00
5.066422767945581995e-01,1.163885543766508990e+00
4.921378832931664893e-01,1.147073252938899390e+00
4.782668166250174657e-01,1.129656873284108576e+00
4.648227986772897613e-01,1.111690999876438823e+00
4.517029208862428091e-01,1.093484434522635995e+00
4.387039205496802707e-01,1.075004035078999998e+00
4.259120631112681132e-01,1.056448768362978408e+00
4.135142838773744334e-01,1.037855338042890985e+00
4.015688806197047489e-01,1.018954647007497494e+00
3.901383178472959679e-01,9.996742992810130346e-01
3.793368140180962134e-01,9.801016878999538884e-01
3.691842625613346307e-01,9.601647734655581745e-01
3.597140649643799093e-01,9.398955559735362453e-01
3.509937791973100074e-01,9.193601691722116387e-01
3.429813260018688137e-01,8.984433462726918451e-01
3.357518737163617262e-01,8.773427358743008941e-01
3.292752326796834494e-01,8.560596618189282303e-01
3.235283479386922845e-01,8.344758527766084066e-01
3.184834192807094455e-01,8.126701820600498172e-01
3.141210943798880550e-01,7.907254131270413655e-01
3.104207760402887817e-01,7.687337055351068926e-01
3.073319800918955513e-01,7.465999821312958584e-01
3.047933261419141782e-01,7.244295099876412181e-01
3.027458846016353733e-01,7.021643555715262330e-01
3.011141259792688984e-01,6.797907505303230069e-01
2.998448775239307418e-01,6.574759637401016432e-01
2.988634839725293202e-01,6.350069541331861966e-01
2.981077949826068108e-01,6.125408238426989227e-01
2.975326355328358763e-01,5.900489691205140774e-01
2.970997553718540685e-01,5.675687982965835765e-01
2.967741216608024146e-01,5.450886969589778808e-01
2.965425858881781118e-01,5.225073290621572442e-01
2.963837881889384018e-01,4.999197589025213828e-01
2.962829237179454567e-01,4.773177987318706905e-01
2.962244224117653868e-01,4.547378741722331030e-01
2.962013338073908320e-01,4.321428923784224607e-01
2.962053436532526285e-01,4.095341727462736281e-01
2.962237469084271213e-01,3.869383470842230888e-01
2.962596328116788302e-01,3.643357156585181333e-01
2.963081505618599953e-01,3.417323973382693225e-01
2.963633459696917716e-01,3.191368991384017639e-01
2.964283248496449863e-01,2.965273618567718650e-01
2.965010769874773522e-01,2.739403127325496512e-01
2.966295430464263583e-01,2.514121279451392299e-01
2.968823846374688546e-01,2.289038911257579023e-01
2.972382447293412944e-01,2.064088171382898740e-01
2.973862487061038062e-01,1.837192588205752708e-01
2.968864266019766718e-01,1.610284973258875874e-01
2.953933476085158216e-01,1.383865097236825770e-01
2.925900137660293887e-01,1.156535660098418489e-01
2.880999855433999390e-01,9.307483024258569881e-02
2.857308552386739753e-01,8.321821812481408620e-02
2.869869698198244112e-01,8.544289954167122447e-02
2.880942876008966147e-01,8.780198002155294168e-02
2.902271015731149317e-01,9.156392257252393696e-02
2.934910172371563153e-01,9.654310120450437793e-02
2.946919689282831434e-01,9.826878372349535928e-02
2.960821259461817179e-01,1.001165831458610406e-01
2.962801984996100702e-01,1.003894965044233312e-01
2.967145496694699736e-01,1.009373235203168823e-01
2.972053646823110684e-01,1.015381928233774628e-01
2.974281138780184297e-01,1.018207119628852797e-01
2.976993022953892121e-01,1.021655996996888999e-01
2.977699159944755536e-01,1.022764454658153244e-01
