start_x,start_y,goal_x,goal_y,path_length
-1.1763,0.5646,-1.1763,0.5646,0.0
-1.1763,0.5646,-0.2515,2.2519,2.317
-1.1763,0.5646,-0.6954,0.5789,0.4811
-0.6954,0.5789,-0.2515,2.2519,1.8359
-1.1763,0.5646,-0.6063,0.5944,0.5715
-0.6063,0.5944,-0.2515,2.2519,1.7455
-1.1763,0.5646,-0.4484,0.723,0.7751
-0.4484,0.723,-0.2515,2.2519,1.5419
-1.1763,0.5646,-0.3923,1.1158,1.172
-0.3923,1.1158,-0.2515,2.2519,1.145
-1.1763,0.5646,-0.3628,1.316,1.3743
-0.3628,1.316,-0.2515,2.2519,0.9427
-1.1763,0.5646,-0.3361,1.6154,1.6749
-0.3361,1.6154,-0.2515,2.2519,0.6422
-1.1763,0.5646,-0.3018,1.8386,1.9007
-0.3018,1.8386,-0.2515,2.2519,0.4163
-1.1763,0.5646,-0.2515,2.2519,2.317
-0.2515,2.2519,-0.2515,2.2519,0.0
-0.4813,2.378,-0.4813,2.378,0.0
-0.4813,2.378,0.3676,-0.7086,3.3585
-0.4813,2.378,-0.3076,2.0355,0.384
-0.3076,2.0355,0.3676,-0.7086,2.9745
-0.4813,2.378,-0.1137,1.6466,0.8186
-0.1137,1.6466,0.3676,-0.7086,2.5399
-0.4813,2.378,0.0116,1.3937,1.1008
0.0116,1.3937,0.3676,-0.7086,2.2577
-0.4813,2.378,0.2268,1.051,1.5054
0.2268,1.051,0.3676,-0.7086,1.853
-0.4813,2.378,0.4544,0.6892,1.9329
0.4544,0.6892,0.3676,-0.7086,1.4256
-0.4813,2.378,0.5087,0.401,2.2262
0.5087,0.401,0.3676,-0.7086,1.1323
-0.4813,2.378,0.5029,0.2291,2.3982
0.5029,0.2291,0.3676,-0.7086,0.9603
-0.4813,2.378,0.4899,-0.0361,2.6637
0.4899,-0.0361,0.3676,-0.7086,0.6948
-0.4813,2.378,0.464,-0.3655,2.9941
0.464,-0.3655,0.3676,-0.7086,0.3644
-0.4813,2.378,0.4753,-0.4331,3.0626
0.4753,-0.4331,0.3676,-0.7086,0.2959
-0.4813,2.378,0.3676,-0.7086,3.3585
0.3676,-0.7086,0.3676,-0.7086,0.0
1.5626,1.4353,1.5626,1.4353,0.0
1.5626,1.4353,-1.551,1.7809,3.1362
1.5626,1.4353,1.2233,1.5019,0.3458
1.2233,1.5019,-1.551,1.7809,2.7904
1.5626,1.4353,0.8007,1.5548,0.7716
0.8007,1.5548,-1.551,1.7809,2.3645
1.5626,1.4353,0.4422,1.5762,1.1308
0.4422,1.5762,-1.551,1.7809,2.0053
1.5626,1.4353,0.1702,1.5905,1.4032
0.1702,1.5905,-1.551,1.7809,1.733
1.5626,1.4353,-0.0699,1.6242,1.6457
-0.0699,1.6242,-1.551,1.7809,1.4905
1.5626,1.4353,-0.3101,1.6378,1.8862
-0.3101,1.6378,-1.551,1.7809,1.25
1.5626,1.4353,-0.6378,1.6651,2.215
-0.6378,1.6651,-1.551,1.7809,0.9211
1.5626,1.4353,-0.9583,1.6904,2.5366
-0.9583,1.6904,-1.551,1.7809,0.5996
1.5626,1.4353,-1.2147,1.7312,2.7962
-1.2147,1.7312,-1.551,1.7809,0.34
1.5626,1.4353,-1.551,1.7809,3.1362
-1.551,1.7809,-1.551,1.7809,0.0
2.5555,2.6615,2.5555,2.6615,0.0
2.5555,2.6615,1.6219,-0.5288,3.3286
2.5555,2.6615,2.4254,2.3275,0.3584
2.4254,2.3275,1.6219,-0.5288,2.9702
2.5555,2.6615,2.354,2.0572,0.638
2.354,2.0572,1.6219,-0.5288,2.6905
2.5555,2.6615,2.2857,1.9022,0.8074
2.2857,1.9022,1.6219,-0.5288,2.5212
2.5555,2.6615,2.1938,1.5117,1.2086
2.1938,1.5117,1.6219,-0.5288,2.12
2.5555,2.6615,2.1177,1.2453,1.4856
2.1177,1.2453,1.6219,-0.5288,1.8429
2.5555,2.6615,2.0287,0.8761,1.8654
2.0287,0.8761,1.6219,-0.5288,1.4631
2.5555,2.6615,1.9152,0.49,2.2679
1.9152,0.49,1.6219,-0.5288,1.0607
2.5555,2.6615,1.8469,0.2867,2.4823
1.8469,0.2867,1.6219,-0.5288,0.8462
2.5555,2.6615,1.7887,0.1017,2.6762
1.7887,0.1017,1.6219,-0.5288,0.6523
2.5555,2.6615,1.7331,-0.0826,2.8688
1.7331,-0.0826,1.6219,-0.5288,0.4598
2.5555,2.6615,1.6219,-0.5288,3.3286
1.6219,-0.5288,1.6219,-0.5288,0.0
2.3373,-1.1752,2.3373,-1.1752,0.0
2.3373,-1.1752,-1.0547,1.5964,4.4098
2.3373,-1.1752,2.0806,-0.9653,0.3316
2.0806,-0.9653,-1.0547,1.5964,4.0782
2.3373,-1.1752,1.8402,-0.7708,0.6408
1.8402,-0.7708,-1.0547,1.5964,3.769
2.3373,-1.1752,1.5648,-0.5174,1.015
1.5648,-0.5174,-1.0547,1.5964,3.3948
2.3373,-1.1752,1.237,-0.2324,1.4494
1.237,-0.2324,-1.0547,1.5964,2.9604
2.3373,-1.1752,1.0942,-0.1205,1.6308
1.0942,-0.1205,-1.0547,1.5964,2.779
2.3373,-1.1752,0.7223,0.1969,2.1197
