start_x,start_y,goal_x,goal_y,path_length
-0.2311,-0.9632,-0.7046,1.4805,2.5038
-0.3124,-0.6624,-0.7046,1.4805,2.1923
-0.4104,-0.2037,-0.7046,1.4805,1.7232
-0.4501,0.1998,-0.7046,1.4805,1.3178
-0.5566,0.6621,-0.7046,1.4805,0.8433
-0.5793,0.9847,-0.7046,1.4805,0.5199
-0.5965,1.1992,-0.7046,1.4805,0.3048
-0.6851,1.464,-0.7046,1.4805,0.0256
-1.3862,0.471,-2.7487,2.37,2.3415
-1.5411,0.7297,-2.7487,2.37,2.04
-1.7275,0.9863,-2.7487,2.37,1.7228
-1.9969,1.3376,-2.7487,2.37,1.2802
-2.1292,1.5466,-2.7487,2.37,1.0328
-2.3044,1.7648,-2.7487,2.37,0.753
-2.4096,1.9222,-2.7487,2.37,0.5637
-2.4444,1.9585,-2.7487,2.37,0.5134
-2.6892,2.3139,-2.7487,2.37,0.0818
1.5047,0.8275,0.1061,1.2118,1.7307
1.3509,0.6451,0.1061,1.2118,1.4921
1.1825,0.6372,0.1061,1.2118,1.3236
0.6948,0.6239,0.1061,1.2118,0.8357
0.6086,0.6745,0.1061,1.2118,0.7357
0.428,0.8594,0.1061,1.2118,0.4773
-1.5854,2.7015,2.7151,-1.8971,6.3055
-1.4656,2.5762,2.7151,-1.8971,6.1321
-1.1692,2.2941,2.7151,-1.8971,5.723
-0.9765,2.1047,2.7151,-1.8971,5.4527
-0.7598,1.8901,2.7151,-1.8971,5.1477
-0.5182,1.603,2.7151,-1.8971,4.7725
-0.2192,1.2899,2.7151,-1.8971,4.3396
0.0164,1.0361,2.7151,-1.8971,3.9933
0.2753,0.7677,2.7151,-1.8971,3.6204
0.5476,0.4954,2.7151,-1.8971,3.2353
0.7469,0.3004,2.7151,-1.8971,2.9565
0.9879,0.0304,2.7151,-1.8971,2.5946
1.2821,-0.2917,2.7151,-1.8971,2.1583
1.5703,-0.6008,2.7151,-1.8971,1.7356
1.7566,-0.8365,2.7151,-1.8971,1.4353
1.8745,-0.9881,2.7151,-1.8971,1.2432
2.0726,-1.2393,2.7151,-1.8971,0.9233
2.2196,-1.4373,2.7151,-1.8971,0.6767
2.4002,-1.5853,2.7151,-1.8971,0.4432
-2.7991,-2.8343,0.2624,1.6716,5.4554
-2.6307,-2.6099,0.2624,1.6716,5.1748
-2.5203,-2.4672,0.2624,1.6716,4.9945
-2.3633,-2.2265,0.2624,1.6716,4.7071
-2.1803,-1.9174,0.2624,1.6716,4.3478
-1.9854,-1.5965,0.2624,1.6716,3.9724
-1.8033,-1.2895,0.2624,1.6716,3.6155
-1.7188,-1.151,0.2624,1.6716,3.4532
-1.4711,-0.7376,0.2624,1.6716,2.9713
-1.2566,-0.4411,0.2624,1.6716,2.6053
-1.1272,-0.2703,0.2624,1.6716,2.3911
-0.9398,0.0033,0.2624,1.6716,2.0594
-0.743,0.2892,0.2624,1.6716,1.7123
-0.5163,0.6634,0.2624,1.6716,1.2748
-0.3073,0.9469,0.2624,1.6716,0.9226
-0.0992,1.207,0.2624,1.6716,0.5895
0.0731,1.4518,0.2624,1.6716,0.2902
-2.4636,2.5909,-1.839,2.8484,0.676
-2.3711,2.629,-1.839,2.8484,0.576
-1.9162,2.8083,-1.839,2.8484,0.087
-1.9789,-1.7644,-1.7648,1.6979,3.4801
-1.9536,-1.3912,-1.7648,1.6979,3.106
-1.9258,-1.0909,-1.7648,1.6979,2.8044
-1.918,-0.8892,-1.7648,1.6979,2.6026
-1.832,-0.4194,-1.7648,1.6979,2.1249
-1.8227,-0.1561,-1.7648,1.6979,1.8615
-1.7819,0.1065,-1.7648,1.6979,1.5958
-1.7612,0.1989,-1.7648,1.6979,1.5011
-1.7484,0.6283,-1.7648,1.6979,1.0715
-1.73,0.9735,-1.7648,1.6979,0.7258
-1.7588,1.2932,-1.7648,1.6979,0.4048
-1.7633,1.3621,-1.7648,1.6979,0.3358
-1.2899,-2.2369,-0.9979,0.2586,2.5153
-1.2437,-1.8855,-0.9979,0.2586,2.1609
-1.2291,-1.7077,-0.9979,0.2586,1.9825
-1.2037,-1.5044,-0.9979,0.2586,1.7776
-1.1703,-1.2126,-0.9979,0.2586,1.4839
-1.1392,-0.9189,-0.9979,0.2586,1.1885
-1.1398,-0.7008,-0.9979,0.2586,0.9705
-1.0937,-0.4695,-0.9979,0.2586,0.7346
-1.065,-0.2689,-0.9979,0.2586,0.532
-1.0215,0.0095,-0.9979,0.2586,0.2502
2.2739,1.9312,2.5242,0.6534,1.3025
2.3394,1.5425,2.5242,0.6534,0.9083
2.408,1.2324,2.5242,0.6534,0.5906
2.4532,0.9751,2.5242,0.6534,0.3295
-1.5099,-2.0372,1.7052,-0.383,3.6206
-1.2833,-1.9148,1.7052,-0.383,3.3631
-0.9854,-1.7828,1.7052,-0.383,3.0372
-0.6832,-1.6026,1.7052,-0.383,2.6854
-0.4402,-1.4925,1.7052,-0.383,2.4186
-0.1266,-1.3165,1.7052,-0.383,2.0589
0.1013,-1.1978,1.7052,-0.383,1.802
0.3367,-1.0581,1.7052,-0.383,1.5283
0.6634,-0.8811,1.7052,-0.383,1.1567
0.8128,-0.8216,1.7052,-0.383,0.9959
1.0788,-0.6879,1.7052,-0.383,0.6982
1.3292,-0.5859,1.7052,-0.383,0.4279
1.5995,-0.4517,1.7052,-0.383,0.1261
